1606714878.757947,0
1606714878.868175,0
1606714878.971078,0
1606714879.074796,4
1606714879.180381,0
1606714879.283719,4
1606714879.388139,5
1606714879.490907,5
1606714879.600825,4
1606714879.708136,3
1606714879.815801,5
1606714879.920185,5
1606714880.024118,4
1606714880.128499,5
1606714880.232970,5
1606714880.340803,4
1606714880.443211,4
1606714880.551917,3
1606714880.662861,4
1606714880.771072,4
1606714880.874610,4
1606714880.982899,5
1606714881.086343,5
1606714881.189651,4
1606714881.293050,4
1606714881.396120,5
1606714881.501835,4
1606714881.611720,3
1606714881.719640,5
1606714881.850626,3
1606714881.953208,3
1606714882.067690,5
1606714882.189229,2
1606714882.300480,5
1606714882.412540,5
1606714882.516169,5
1606714882.619617,4
1606714882.723727,5
1606714882.827715,5
1606714882.936207,4
1606714883.045760,4
1606714883.149042,5
1606714883.259482,3
1606714883.362360,4
1606714883.465648,3
1606714883.567494,5
1606714883.669442,5
1606714883.771374,4
1606714883.895875,2
1606714883.997770,5
1606714884.101689,4
1606714884.212089,5
1606714884.316422,5
1606714884.420957,4
1606714884.524137,4
1606714884.629171,5
1606714884.732724,4
1606714884.836056,4
1606714884.940124,5
1606714885.044151,5
1606714885.147764,4
1606714885.251564,5
1606714885.355027,5
1606714885.456927,5
1606714885.561640,4
1606714885.668321,5
1606714885.771680,5
1606714885.876224,4
1606714885.980103,4
1606714886.083616,4
1606714886.187216,4
1606714886.292506,4
1606714886.396188,5
1606714886.501596,5
1606714886.606041,4
1606714886.719200,3
1606714886.823143,5
1606714886.926580,5
1606714887.040393,5
1606714887.147725,5
1606714887.251771,3
1606714887.356048,5
1606714887.467822,4
1606714887.569795,3
1606714887.671834,5
1606714887.773939,4
1606714887.879895,4
1606714887.984536,5
1606714888.087624,5
1606714888.189568,4
1606714888.291506,5
1606714888.393727,5
1606714888.500104,4
1606714888.604233,4
1606714888.706113,5
1606714888.809668,5
1606714888.912975,4
1606714889.016791,5
1606714889.120117,5
1606714889.222128,5
1606714889.325130,4
1606714889.428149,5
1606714889.530114,5
1606714889.638125,5
1606714889.744012,4
1606714889.851743,5
1606714889.959746,5
1606714890.066408,5
1606714890.169356,5
1606714890.274098,3
1606714890.378688,5
1606714890.482040,5
1606714890.586119,4
1606714890.689269,4
1606714890.792656,4
1606714890.896170,3
1606714891.011827,3
1606714891.115766,3
1606714891.218718,3
1606714891.322455,5
1606714891.424416,5
1606714891.526274,4
1606714891.629625,5
1606714891.731645,5
1606714891.833811,4
1606714891.935844,5
1606714892.040166,5
1606714892.144158,4
1606714892.246045,4
1606714892.348749,3
1606714892.458180,3
1606714892.560856,3
1606714892.669177,3
1606714892.778783,4
1606714892.883498,4
1606714892.990318,5
1606714893.100601,5
1606714893.204152,5
1606714893.309272,5
1606714893.420239,4
1606714893.524099,5
1606714893.628803,4
1606714893.739491,5
1606714893.848288,5
1606714893.958416,5
1606714894.062984,5
1606714894.168066,5
1606714894.272426,5
1606714894.375958,5
1606714894.480157,4
1606714894.582418,5
1606714894.686547,5
1606714894.789004,4
1606714894.900141,5
1606714895.004145,5
1606714895.108318,5
1606714895.220916,4
1606714895.325171,5
1606714895.428132,5
1606714895.532223,4
1606714895.634117,4
1606714895.736121,5
1606714895.848042,5
1606714895.952346,4
1606714896.057093,5
1606714896.160285,4
1606714896.262608,5
1606714896.366732,5
1606714896.469012,5
1606714896.570868,5
1606714896.672977,4
1606714896.774921,3
1606714896.879378,5
1606714896.981544,5
1606714897.085698,4
1606714897.187641,5
1606714897.289575,5
1606714897.391481,4
1606714897.493468,4
1606714897.597259,4
1606714897.699362,4
1606714897.808149,5
1606714897.910797,5
1606714898.015484,4
1606714898.117760,5
1606714898.224500,3
1606714898.332500,5
1606714898.436125,3
1606714898.540402,5
1606714898.655924,4
1606714898.760158,5
1606714898.869562,5
1606714898.971572,4
1606714899.076365,5
1606714899.178685,5
1606714899.281646,5
1606714899.388151,4
1606714899.492844,5
1606714899.600721,5
1606714899.704110,4
1606714899.823594,5
1606714899.925423,3
1606714900.030290,3
1606714900.135948,3
1606714900.245308,3
1606714900.349142,3
1606714900.452681,3
1606714900.561276,4
1606714900.672363,4
1606714900.780214,4
1606714900.884118,5
1606714900.988427,4
1606714901.101394,3
1606714901.203902,5
1606714901.307181,5
1606714901.412192,5
1606714901.514234,2
1606714901.616294,5
1606714901.718099,4
1606714901.827345,5
1606714901.929153,3
1606714902.031066,5
1606714902.133575,5
1606714902.235782,4
1606714902.337703,4
1606714902.440655,4
1606714902.542519,4
1606714902.644497,4
1606714902.746366,4
1606714902.848219,5
1606714902.950193,4
1606714903.053155,5
1606714903.155259,2
1606714903.257287,5
1606714903.359942,5
1606714903.461953,4
1606714903.564051,4
1606714903.666074,4
1606714903.768209,4
1606714903.874605,4
1606714903.984629,5
1606714904.091448,4
1606714904.196736,5
1606714904.299574,5
1606714904.408455,5
1606714904.511100,5
