PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=516 ttl=64 time=9.43 ms
64 bytes from 10.0.0.2: icmp_seq=517 ttl=64 time=11.3 ms
64 bytes from 10.0.0.2: icmp_seq=518 ttl=64 time=6.00 ms
64 bytes from 10.0.0.2: icmp_seq=519 ttl=64 time=11.3 ms
64 bytes from 10.0.0.2: icmp_seq=520 ttl=64 time=10.9 ms
64 bytes from 10.0.0.2: icmp_seq=521 ttl=64 time=9.57 ms
64 bytes from 10.0.0.2: icmp_seq=523 ttl=64 time=9.78 ms
64 bytes from 10.0.0.2: icmp_seq=524 ttl=64 time=9.05 ms
64 bytes from 10.0.0.2: icmp_seq=525 ttl=64 time=11.1 ms
64 bytes from 10.0.0.2: icmp_seq=526 ttl=64 time=9.34 ms
64 bytes from 10.0.0.2: icmp_seq=527 ttl=64 time=10.3 ms
64 bytes from 10.0.0.2: icmp_seq=528 ttl=64 time=10.0 ms
64 bytes from 10.0.0.2: icmp_seq=529 ttl=64 time=11.0 ms
64 bytes from 10.0.0.2: icmp_seq=532 ttl=64 time=22.5 ms
64 bytes from 10.0.0.2: icmp_seq=533 ttl=64 time=8.36 ms
64 bytes from 10.0.0.2: icmp_seq=536 ttl=64 time=11.9 ms
64 bytes from 10.0.0.2: icmp_seq=537 ttl=64 time=7.79 ms
64 bytes from 10.0.0.2: icmp_seq=540 ttl=64 time=10.0 ms
64 bytes from 10.0.0.2: icmp_seq=542 ttl=64 time=10.7 ms
64 bytes from 10.0.0.2: icmp_seq=543 ttl=64 time=10.6 ms
64 bytes from 10.0.0.2: icmp_seq=547 ttl=64 time=8.69 ms
64 bytes from 10.0.0.2: icmp_seq=548 ttl=64 time=20.3 ms
64 bytes from 10.0.0.2: icmp_seq=549 ttl=64 time=9.02 ms
64 bytes from 10.0.0.2: icmp_seq=550 ttl=64 time=25.8 ms
64 bytes from 10.0.0.2: icmp_seq=552 ttl=64 time=9.20 ms
64 bytes from 10.0.0.2: icmp_seq=555 ttl=64 time=10.1 ms
64 bytes from 10.0.0.2: icmp_seq=556 ttl=64 time=10.1 ms
64 bytes from 10.0.0.2: icmp_seq=557 ttl=64 time=12.2 ms
64 bytes from 10.0.0.2: icmp_seq=558 ttl=64 time=11.8 ms
64 bytes from 10.0.0.2: icmp_seq=559 ttl=64 time=17.1 ms
64 bytes from 10.0.0.2: icmp_seq=560 ttl=64 time=10.9 ms
64 bytes from 10.0.0.2: icmp_seq=561 ttl=64 time=14.2 ms
64 bytes from 10.0.0.2: icmp_seq=563 ttl=64 time=9.09 ms
64 bytes from 10.0.0.2: icmp_seq=564 ttl=64 time=9.69 ms
64 bytes from 10.0.0.2: icmp_seq=566 ttl=64 time=11.2 ms
64 bytes from 10.0.0.2: icmp_seq=567 ttl=64 time=11.4 ms
64 bytes from 10.0.0.2: icmp_seq=568 ttl=64 time=9.80 ms
64 bytes from 10.0.0.2: icmp_seq=569 ttl=64 time=11.3 ms
64 bytes from 10.0.0.2: icmp_seq=570 ttl=64 time=5.87 ms
64 bytes from 10.0.0.2: icmp_seq=571 ttl=64 time=18.1 ms
64 bytes from 10.0.0.2: icmp_seq=573 ttl=64 time=6.08 ms
64 bytes from 10.0.0.2: icmp_seq=575 ttl=64 time=8.75 ms
64 bytes from 10.0.0.2: icmp_seq=577 ttl=64 time=8.83 ms
64 bytes from 10.0.0.2: icmp_seq=579 ttl=64 time=9.01 ms
64 bytes from 10.0.0.2: icmp_seq=580 ttl=64 time=13.4 ms
64 bytes from 10.0.0.2: icmp_seq=581 ttl=64 time=10.1 ms
64 bytes from 10.0.0.2: icmp_seq=582 ttl=64 time=9.59 ms
64 bytes from 10.0.0.2: icmp_seq=584 ttl=64 time=10.3 ms
64 bytes from 10.0.0.2: icmp_seq=586 ttl=64 time=0.271 ms
64 bytes from 10.0.0.2: icmp_seq=587 ttl=64 time=0.043 ms
64 bytes from 10.0.0.2: icmp_seq=588 ttl=64 time=0.032 ms
64 bytes from 10.0.0.2: icmp_seq=589 ttl=64 time=0.043 ms
64 bytes from 10.0.0.2: icmp_seq=590 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=591 ttl=64 time=0.043 ms
64 bytes from 10.0.0.2: icmp_seq=592 ttl=64 time=0.043 ms
64 bytes from 10.0.0.2: icmp_seq=594 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=595 ttl=64 time=8.71 ms
64 bytes from 10.0.0.2: icmp_seq=596 ttl=64 time=5.72 ms
64 bytes from 10.0.0.2: icmp_seq=598 ttl=64 time=4.51 ms
64 bytes from 10.0.0.2: icmp_seq=599 ttl=64 time=0.100 ms
64 bytes from 10.0.0.2: icmp_seq=601 ttl=64 time=0.279 ms
64 bytes from 10.0.0.2: icmp_seq=602 ttl=64 time=61.3 ms
64 bytes from 10.0.0.2: icmp_seq=604 ttl=64 time=8.49 ms
64 bytes from 10.0.0.2: icmp_seq=606 ttl=64 time=9.29 ms
64 bytes from 10.0.0.2: icmp_seq=608 ttl=64 time=0.044 ms
64 bytes from 10.0.0.2: icmp_seq=609 ttl=64 time=0.051 ms
64 bytes from 10.0.0.2: icmp_seq=610 ttl=64 time=0.281 ms
64 bytes from 10.0.0.2: icmp_seq=611 ttl=64 time=0.048 ms
64 bytes from 10.0.0.2: icmp_seq=612 ttl=64 time=19.9 ms
64 bytes from 10.0.0.2: icmp_seq=614 ttl=64 time=0.048 ms
64 bytes from 10.0.0.2: icmp_seq=615 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=616 ttl=64 time=0.146 ms
64 bytes from 10.0.0.2: icmp_seq=617 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=618 ttl=64 time=0.049 ms
64 bytes from 10.0.0.2: icmp_seq=619 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=620 ttl=64 time=0.056 ms
64 bytes from 10.0.0.2: icmp_seq=621 ttl=64 time=0.293 ms
64 bytes from 10.0.0.2: icmp_seq=622 ttl=64 time=0.079 ms
64 bytes from 10.0.0.2: icmp_seq=623 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=624 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=625 ttl=64 time=0.050 ms
64 bytes from 10.0.0.2: icmp_seq=626 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=627 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=628 ttl=64 time=0.043 ms
64 bytes from 10.0.0.2: icmp_seq=629 ttl=64 time=0.051 ms
64 bytes from 10.0.0.2: icmp_seq=630 ttl=64 time=0.043 ms
64 bytes from 10.0.0.2: icmp_seq=631 ttl=64 time=0.042 ms
64 bytes from 10.0.0.2: icmp_seq=632 ttl=64 time=0.044 ms
64 bytes from 10.0.0.2: icmp_seq=633 ttl=64 time=0.124 ms
64 bytes from 10.0.0.2: icmp_seq=634 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=635 ttl=64 time=0.065 ms
64 bytes from 10.0.0.2: icmp_seq=636 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=637 ttl=64 time=0.189 ms
64 bytes from 10.0.0.2: icmp_seq=638 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=639 ttl=64 time=0.043 ms
64 bytes from 10.0.0.2: icmp_seq=640 ttl=64 time=0.043 ms
64 bytes from 10.0.0.2: icmp_seq=641 ttl=64 time=0.107 ms
64 bytes from 10.0.0.2: icmp_seq=642 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=643 ttl=64 time=0.139 ms
64 bytes from 10.0.0.2: icmp_seq=644 ttl=64 time=0.382 ms
64 bytes from 10.0.0.2: icmp_seq=645 ttl=64 time=0.076 ms
64 bytes from 10.0.0.2: icmp_seq=646 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=647 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=648 ttl=64 time=0.044 ms
64 bytes from 10.0.0.2: icmp_seq=649 ttl=64 time=0.059 ms
64 bytes from 10.0.0.2: icmp_seq=650 ttl=64 time=0.048 ms
64 bytes from 10.0.0.2: icmp_seq=651 ttl=64 time=7.57 ms
64 bytes from 10.0.0.2: icmp_seq=652 ttl=64 time=5.56 ms
64 bytes from 10.0.0.2: icmp_seq=654 ttl=64 time=12.8 ms
64 bytes from 10.0.0.2: icmp_seq=655 ttl=64 time=8.16 ms
64 bytes from 10.0.0.2: icmp_seq=657 ttl=64 time=0.078 ms
64 bytes from 10.0.0.2: icmp_seq=658 ttl=64 time=0.137 ms
64 bytes from 10.0.0.2: icmp_seq=659 ttl=64 time=0.060 ms
64 bytes from 10.0.0.2: icmp_seq=660 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=661 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=662 ttl=64 time=0.282 ms
64 bytes from 10.0.0.2: icmp_seq=663 ttl=64 time=0.048 ms
64 bytes from 10.0.0.2: icmp_seq=664 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=665 ttl=64 time=0.047 ms
64 bytes from 10.0.0.2: icmp_seq=666 ttl=64 time=0.049 ms
64 bytes from 10.0.0.2: icmp_seq=667 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=668 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=669 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=670 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=671 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=672 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=673 ttl=64 time=0.212 ms
64 bytes from 10.0.0.2: icmp_seq=674 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=675 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=676 ttl=64 time=0.181 ms
64 bytes from 10.0.0.2: icmp_seq=677 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=678 ttl=64 time=0.044 ms
64 bytes from 10.0.0.2: icmp_seq=679 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=680 ttl=64 time=0.064 ms
64 bytes from 10.0.0.2: icmp_seq=681 ttl=64 time=0.044 ms
64 bytes from 10.0.0.2: icmp_seq=682 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=683 ttl=64 time=0.078 ms
64 bytes from 10.0.0.2: icmp_seq=684 ttl=64 time=0.060 ms
64 bytes from 10.0.0.2: icmp_seq=685 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=686 ttl=64 time=0.083 ms
64 bytes from 10.0.0.2: icmp_seq=687 ttl=64 time=0.064 ms
64 bytes from 10.0.0.2: icmp_seq=688 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=689 ttl=64 time=0.092 ms
64 bytes from 10.0.0.2: icmp_seq=690 ttl=64 time=0.229 ms
64 bytes from 10.0.0.2: icmp_seq=691 ttl=64 time=0.052 ms
64 bytes from 10.0.0.2: icmp_seq=692 ttl=64 time=0.047 ms
64 bytes from 10.0.0.2: icmp_seq=693 ttl=64 time=0.049 ms
64 bytes from 10.0.0.2: icmp_seq=694 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=695 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=696 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=697 ttl=64 time=0.063 ms
64 bytes from 10.0.0.2: icmp_seq=698 ttl=64 time=0.047 ms
64 bytes from 10.0.0.2: icmp_seq=699 ttl=64 time=0.056 ms
64 bytes from 10.0.0.2: icmp_seq=700 ttl=64 time=0.075 ms
64 bytes from 10.0.0.2: icmp_seq=701 ttl=64 time=0.047 ms
64 bytes from 10.0.0.2: icmp_seq=702 ttl=64 time=0.302 ms
64 bytes from 10.0.0.2: icmp_seq=703 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=704 ttl=64 time=0.154 ms
64 bytes from 10.0.0.2: icmp_seq=705 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=706 ttl=64 time=0.055 ms
64 bytes from 10.0.0.2: icmp_seq=707 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=708 ttl=64 time=0.049 ms
64 bytes from 10.0.0.2: icmp_seq=709 ttl=64 time=0.194 ms
64 bytes from 10.0.0.2: icmp_seq=710 ttl=64 time=0.234 ms
64 bytes from 10.0.0.2: icmp_seq=711 ttl=64 time=0.402 ms
64 bytes from 10.0.0.2: icmp_seq=712 ttl=64 time=0.216 ms
64 bytes from 10.0.0.2: icmp_seq=713 ttl=64 time=0.039 ms
64 bytes from 10.0.0.2: icmp_seq=714 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=715 ttl=64 time=0.045 ms
64 bytes from 10.0.0.2: icmp_seq=716 ttl=64 time=0.279 ms
64 bytes from 10.0.0.2: icmp_seq=717 ttl=64 time=0.042 ms
64 bytes from 10.0.0.2: icmp_seq=718 ttl=64 time=0.044 ms
64 bytes from 10.0.0.2: icmp_seq=719 ttl=64 time=0.044 ms
64 bytes from 10.0.0.2: icmp_seq=720 ttl=64 time=0.043 ms
64 bytes from 10.0.0.2: icmp_seq=721 ttl=64 time=0.042 ms
64 bytes from 10.0.0.2: icmp_seq=722 ttl=64 time=0.127 ms
64 bytes from 10.0.0.2: icmp_seq=723 ttl=64 time=0.124 ms
64 bytes from 10.0.0.2: icmp_seq=724 ttl=64 time=0.084 ms
64 bytes from 10.0.0.2: icmp_seq=725 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=726 ttl=64 time=0.044 ms
64 bytes from 10.0.0.2: icmp_seq=727 ttl=64 time=0.054 ms
64 bytes from 10.0.0.2: icmp_seq=728 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=729 ttl=64 time=0.046 ms
64 bytes from 10.0.0.2: icmp_seq=730 ttl=64 time=0.043 ms
64 bytes from 10.0.0.2: icmp_seq=731 ttl=64 time=0.044 ms
64 bytes from 10.0.0.2: icmp_seq=732 ttl=64 time=0.043 ms
64 bytes from 10.0.0.2: icmp_seq=733 ttl=64 time=12.5 ms
64 bytes from 10.0.0.2: icmp_seq=734 ttl=64 time=0.044 ms
64 bytes from 10.0.0.2: icmp_seq=735 ttl=64 time=0.044 ms
