1606714945.956161,0
1606714946.064092,20
1606714946.173126,20
1606714946.279039,20
1606714946.382373,20
1606714946.485187,20
1606714946.587970,20
1606714946.690556,20
1606714946.800094,17
1606714946.912153,20
1606714947.017070,20
1606714947.119091,18
1606714947.223148,20
1606714947.333774,5
1606714947.440813,5
1606714947.542775,9
1606714947.649677,6
1606714947.752172,7
1606714947.854327,11
1606714947.956347,12
1606714948.058221,17
1606714948.160250,9
1606714948.262239,16
1606714948.364524,15
1606714948.468382,16
1606714948.583592,17
1606714948.686933,17
1606714948.790127,18
1606714948.900289,18
1606714949.005873,19
1606714949.109849,19
1606714949.218633,20
1606714949.321655,18
1606714949.434879,11
1606714949.537607,13
1606714949.641235,14
1606714949.746875,15
1606714949.851620,15
1606714949.955470,16
1606714950.064143,18
1606714950.170207,20
1606714950.273950,20
1606714950.378014,20
1606714950.483004,20
1606714950.587101,14
1606714950.701864,15
1606714950.806901,16
1606714950.917534,17
1606714951.025666,19
1606714951.132065,20
1606714951.235425,18
1606714951.343061,18
1606714951.447638,18
1606714951.549536,20
1606714951.652726,20
1606714951.755249,19
1606714951.857167,9
1606714951.960472,10
1606714952.062901,11
1606714952.168926,12
1606714952.274395,13
1606714952.382634,14
1606714952.485558,13
1606714952.593560,15
1606714952.696181,16
1606714952.800275,16
1606714952.906714,18
1606714953.018470,20
1606714953.121984,20
1606714953.227377,20
1606714953.340314,12
1606714953.443726,9
1606714953.548229,11
1606714953.654313,13
1606714953.758159,9
1606714953.861110,10
1606714953.966060,11
1606714954.078148,12
1606714954.183968,13
1606714954.287769,13
1606714954.393951,14
1606714954.495893,15
1606714954.600141,16
1606714954.706971,16
1606714954.809047,17
1606714954.910895,17
1606714955.019050,19
1606714955.123067,20
1606714955.228064,20
1606714955.337938,12
1606714955.442506,10
1606714955.558093,12
1606714955.662154,14
1606714955.764769,10
1606714955.869166,11
1606714955.972223,12
1606714956.077131,12
1606714956.181595,12
1606714956.286190,13
1606714956.388203,14
1606714956.491723,15
1606714956.600106,15
1606714956.708181,16
1606714956.812710,17
1606714956.916739,17
1606714957.024225,19
1606714957.129357,19
1606714957.232240,16
1606714957.334733,15
1606714957.440507,15
1606714957.544172,17
1606714957.647650,15
1606714957.752864,13
1606714957.862686,15
1606714957.978483,16
1606714958.082732,17
1606714958.185540,17
1606714958.289683,18
1606714958.392752,18
1606714958.494743,19
1606714958.602665,20
1606714958.707743,20
1606714958.817128,19
1606714958.928201,11
1606714959.032553,19
1606714959.135594,20
1606714959.241100,18
1606714959.344120,18
1606714959.446221,20
1606714959.548459,10
1606714959.651400,9
1606714959.754990,10
1606714959.861257,11
1606714959.967472,12
1606714960.078070,13
1606714960.181495,13
1606714960.284774,14
1606714960.396215,15
1606714960.503048,16
1606714960.618794,17
1606714960.724532,18
1606714960.931167,18
1606714961.042753,20
1606714961.144739,17
1606714961.248478,14
1606714961.352102,15
1606714961.455979,17
1606714961.558659,17
1606714961.662687,19
1606714961.767117,14
1606714961.869545,14
1606714961.971792,15
1606714962.076641,15
1606714962.180682,16
1606714962.284065,17
1606714962.388882,17
1606714962.491153,18
1606714962.599347,18
1606714962.701960,19
1606714962.817415,20
1606714962.929793,20
1606714963.042272,20
1606714963.149182,10
1606714963.252842,7
1606714963.361577,9
1606714963.471440,11
1606714963.576147,12
1606714963.680796,13
1606714963.784289,13
1606714963.893336,13
1606714964.001717,15
1606714964.105801,20
1606714964.208936,16
1606714964.313087,8
1606714964.417037,10
1606714964.520895,7
1606714964.624073,8
1606714964.728135,10
1606714964.834014,11
1606714964.947746,11
1606714965.056795,19
1606714965.163126,20
1606714965.268144,14
1606714965.371372,5
1606714965.480220,7
1606714965.583043,8
1606714965.685843,9
1606714965.790096,10
1606714965.892978,12
1606714965.994888,13
1606714966.101972,14
1606714966.207023,15
1606714966.309892,15
1606714966.426355,16
1606714966.537516,16
1606714966.649496,16
1606714966.759878,17
1606714966.866612,18
1606714966.976504,18
1606714967.091764,20
1606714967.194931,11
1606714967.305272,10
1606714967.412696,13
1606714967.517208,13
1606714967.620592,10
1606714967.723326,11
