1606715010.185167,0
1606715010.290224,20
1606715010.393119,52
1606715010.498385,88
1606715010.601632,100
1606715010.710515,100
1606715010.815161,100
1606715010.925803,100
1606715011.030791,100
1606715011.134305,100
1606715011.238461,100
1606715011.341930,100
1606715011.445665,100
1606715011.548125,100
1606715011.651891,100
1606715011.753872,100
1606715011.858976,100
1606715011.961847,100
1606715012.065351,100
1606715012.167936,100
1606715012.275625,100
1606715012.382090,100
1606715012.487648,100
1606715012.590593,100
1606715012.693462,100
1606715012.797223,100
1606715012.900617,100
1606715013.015819,100
1606715013.142863,52
1606715013.258993,96
1606715013.370048,96
1606715013.473838,75
1606715013.580631,56
1606715013.683995,44
1606715013.788125,28
1606715013.892197,30
1606715013.998841,31
1606715014.102262,29
1606715014.209035,27
1606715014.318117,23
1606715014.469515,20
1606715014.573254,20
1606715014.677356,22
1606715014.783162,27
1606715014.896086,35
1606715014.998003,41
1606715015.108845,43
1606715015.214906,46
1606715015.316854,55
1606715015.421111,51
1606715015.524452,43
1606715015.626446,49
1606715015.729829,63
1606715015.831960,58
1606715015.940884,44
1606715016.055950,42
1606715016.160728,42
1606715016.263226,42
1606715016.368397,42
1606715016.475989,30
1606715016.580106,29
1606715016.682928,43
1606715016.786584,44
1606715016.891578,44
1606715016.995673,44
1606715017.102650,45
1606715017.210271,47
1606715017.315801,47
1606715017.419215,52
1606715017.539716,56
1606715017.642831,66
1606715017.748163,75
1606715017.851909,66
1606715017.956182,48
1606715018.057973,47
1606715018.161787,47
1606715018.273248,47
1606715018.379211,47
1606715018.481890,47
1606715018.587609,48
1606715018.699371,48
1606715018.803288,48
1606715018.909534,48
1606715019.013374,49
1606715019.117519,50
1606715019.225064,51
1606715019.329878,61
1606715019.433212,63
1606715019.536346,61
1606715019.638251,71
1606715019.743190,82
1606715019.847694,79
1606715019.949810,52
1606715020.053586,52
1606715020.157963,51
1606715020.262667,51
1606715020.365288,51
1606715020.468546,51
1606715020.570576,52
1606715020.674216,52
1606715020.776174,52
1606715020.878949,52
1606715020.982136,52
1606715021.085217,53
1606715021.187187,53
1606715021.291965,54
1606715021.404602,60
1606715021.511424,63
1606715021.619488,70
1606715021.728185,74
1606715021.831348,82
1606715021.934048,83
1606715022.037271,55
1606715022.139399,55
1606715022.241412,56
1606715022.344245,56
1606715022.448188,56
1606715022.552372,56
1606715022.660005,56
1606715022.768383,57
1606715022.870490,57
1606715022.976100,56
1606715023.083015,56
1606715023.192525,56
1606715023.296806,57
1606715023.400185,64
1606715023.503097,67
1606715023.607084,67
1606715023.713050,77
1606715023.819688,86
1606715023.928214,86
1606715024.032486,67
1606715024.139378,60
1606715024.248140,58
1606715024.351880,58
1606715024.459783,59
1606715024.562032,59
1606715024.666019,60
1606715024.770283,60
1606715024.875392,60
1606715024.981711,60
1606715025.085388,60
1606715025.188190,61
1606715025.291982,62
1606715025.401422,72
1606715025.509010,71
1606715025.612979,71
1606715025.715620,81
1606715025.818284,82
1606715025.924772,90
1606715026.028151,87
1606715026.132277,63
1606715026.248217,61
1606715026.352061,61
1606715026.464084,61
1606715026.572387,62
1606715026.676304,63
1606715026.780110,63
1606715026.881989,63
1606715026.985416,63
1606715027.089004,64
1606715027.191899,64
1606715027.298863,65
1606715027.401698,71
1606715027.504334,71
1606715027.609814,74
1606715027.713087,82
1606715027.817439,85
1606715027.920733,94
1606715028.028223,93
1606715028.136594,68
1606715028.238404,66
1606715028.340392,65
1606715028.443013,65
1606715028.548748,66
1606715028.657684,66
1606715028.762404,66
1606715028.865411,65
1606715028.968683,65
1606715029.078337,65
1606715029.183748,66
1606715029.292076,67
1606715029.400459,73
1606715029.515760,74
1606715029.623758,77
1606715029.731440,86
1606715029.838333,88
1606715029.941724,94
1606715030.044225,94
1606715030.148832,73
1606715030.256344,68
1606715030.360205,68
1606715030.464960,69
1606715030.571702,71
1606715030.680150,71
1606715030.798430,70
1606715030.911482,68
1606715031.017715,68
1606715031.121420,68
1606715031.232814,69
1606715031.345575,71
1606715031.450813,77
1606715031.556519,77
1606715031.661363,80
1606715031.767446,90
1606715031.869899,90
1606715031.972051,97
1606715032.074077,94
1606715032.179352,80
1606715032.284313,79
1606715032.388824,71
1606715032.492265,71
1606715032.599783,71
1606715032.708569,72
1606715032.821402,72
1606715032.930030,72
1606715033.032181,72
1606715033.134934,72
1606715033.240596,73
1606715033.343800,72
1606715033.447808,79
1606715033.555716,79
1606715033.659902,83
1606715033.764076,83
1606715033.870579,93
1606715033.981160,100
1606715034.084500,95
1606715034.186664,95
1606715034.288821,87
1606715034.392970,87
1606715034.496812,74
1606715034.600126,74
1606715034.703082,74
1606715034.812782,74
1606715034.921467,76
1606715035.028180,76
1606715035.141539,76
1606715035.248168,76
1606715035.352313,76
1606715035.454375,81
1606715035.557721,81
1606715035.664403,86
1606715035.768431,85
1606715035.871035,96
1606715035.976120,96
1606715036.079694,94
1606715036.183697,94
1606715036.286363,94
1606715036.388277,94
1606715036.492318,77
1606715036.600236,77
1606715036.704523,77
1606715036.806418,77
1606715036.909228,77
1606715037.011125,78
1606715037.113406,78
1606715037.222166,78
1606715037.324802,79
1606715037.438843,79
1606715037.543356,85
1606715037.650842,88
1606715037.761096,88
1606715037.866031,98
1606715037.972807,98
1606715038.075853,94
1606715038.183461,94
1606715038.287424,98
1606715038.392145,99
1606715038.506542,83
1606715038.626930,79
1606715038.743676,79
1606715038.845755,79
